id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
78299581,,4800.0,4800.0,4800.0, 36 months,14.46,165.13,C,C4,,,MORTGAGE,36000.0,Not Verified,Apr-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78299581,,home_improvement,Home improvement,461xx,IN,38.0,0.0,Jan-1982,805.0,809.0,3.0,,,12.0,0.0,2243.0,11.4,36.0,f,0.0,0.0,5883.1389010232,5883.14,4800.0,1083.14,0.0,0.0,0.0,Nov-2018,962.02,,Jan-2019,814.0,810.0,0.0,,1.0,Individual,,,,0.0,0.0,135663.0,1.0,4.0,0.0,1.0,16.0,59124.0,59.0,1.0,1.0,1569.0,43.0,19600.0,2.0,3.0,3.0,2.0,12333.0,11357.0,16.5,0.0,0.0,171.0,411.0,5.0,5.0,4.0,5.0,,0.0,,0.0,3.0,3.0,5.0,9.0,14.0,7.0,18.0,3.0,12.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,0.0,183538.0,61367.0,13600.0,86151.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
38596240,,22950.0,22950.0,22950.0, 60 months,14.99,545.86,C,C5,Supervisor,7 years,MORTGAGE,48000.0,Source Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38596240,,credit_card,Credit card refinancing,446xx,OH,30.3,0.0,Mar-2004,730.0,734.0,0.0,,,11.0,0.0,21090.0,60.3,24.0,w,0.0,0.0,25643.65,25643.65,22950.0,2693.65,0.0,0.0,0.0,Nov-2015,20778.69,,Aug-2017,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,94334.0,,,,,,,,,,,,35000.0,,,,1.0,9433.0,5970.0,76.8,0.0,0.0,125.0,130.0,24.0,24.0,2.0,24.0,,,,0.0,3.0,6.0,4.0,5.0,9.0,9.0,13.0,6.0,11.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,131575.0,94334.0,25700.0,96575.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
12357089,,12800.0,12800.0,12800.0, 36 months,15.31,445.67,C,C4,Clerical,9 years,RENT,32000.0,Not Verified,Feb-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=12357089,,home_improvement,Home improvement,114xx,NY,12.0,0.0,Aug-2002,695.0,699.0,0.0,43.0,,7.0,0.0,6815.0,58.2,23.0,f,0.0,0.0,15661.6000000419,15661.6,12800.0,2861.6,0.0,0.0,0.0,Apr-2016,4219.85,,Mar-2019,699.0,695.0,0.0,47.0,1.0,Individual,,,,0.0,0.0,11465.0,,,,,,,,,,,,11700.0,,,,4.0,1638.0,3887.0,59.1,0.0,0.0,131.0,138.0,8.0,8.0,0.0,8.0,47.0,8.0,47.0,1.0,2.0,4.0,2.0,6.0,13.0,5.0,10.0,4.0,7.0,0.0,0.0,0.0,3.0,91.3,50.0,0.0,0.0,20373.0,11465.0,9500.0,8673.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
58030780,,12000.0,12000.0,12000.0, 36 months,9.17,382.55,B,B2,driver,10+ years,MORTGAGE,88000.0,Source Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=58030780,,debt_consolidation,Debt consolidation,619xx,IL,11.93,0.0,Apr-1994,675.0,679.0,1.0,57.0,67.0,12.0,1.0,9715.0,50.6,34.0,w,0.0,0.0,13573.7611163832,13573.76,12000.0,1573.76,0.0,0.0,0.0,Sep-2017,4404.79,,Sep-2017,714.0,710.0,0.0,67.0,1.0,Individual,,,,0.0,0.0,61074.0,,,,,,,,,,,,19200.0,,,,6.0,6107.0,8353.0,52.3,0.0,0.0,144.0,256.0,1.0,1.0,2.0,1.0,70.0,3.0,57.0,3.0,6.0,7.0,6.0,10.0,15.0,9.0,17.0,7.0,12.0,0.0,0.0,0.0,5.0,85.3,16.7,0.0,0.0,88815.0,36812.0,17500.0,30249.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
99883575,,20000.0,20000.0,20000.0, 36 months,5.32,602.3,A,A1,Data Analyst,1 year,MORTGAGE,120000.0,Source Verified,Mar-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=99883575,,debt_consolidation,Debt consolidation,665xx,KS,16.85,0.0,Dec-1996,840.0,844.0,0.0,,,7.0,0.0,324.0,1.4,13.0,f,6623.39,6623.39,14824.05,14824.05,13376.61,1447.44,0.0,0.0,0.0,Mar-2019,1002.3,Apr-2019,Mar-2019,809.0,805.0,0.0,,1.0,Individual,,,,0.0,0.0,222486.0,0.0,4.0,0.0,2.0,13.0,28043.0,56.0,0.0,0.0,324.0,37.0,22500.0,0.0,1.0,0.0,3.0,31784.0,22176.0,1.4,0.0,0.0,135.0,243.0,62.0,13.0,1.0,62.0,,13.0,,0.0,1.0,1.0,2.0,3.0,8.0,2.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,302462.0,28367.0,22500.0,80557.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
131802499,,20000.0,20000.0,20000.0, 60 months,14.07,466.1,C,C3,CEO,4 years,MORTGAGE,93000.0,Verified,Apr-2018,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=131802499,,other,Other,492xx,MI,17.1,0.0,Nov-1987,710.0,714.0,2.0,67.0,,11.0,0.0,5350.0,31.1,18.0,w,0.0,0.0,21978.749540479,21978.75,20000.0,1978.75,0.0,0.0,0.0,Dec-2018,18747.32,,Jan-2019,729.0,725.0,0.0,67.0,1.0,Individual,,,,0.0,0.0,52288.0,2.0,3.0,2.0,4.0,5.0,46938.0,90.0,2.0,4.0,469.0,76.0,17200.0,2.0,1.0,5.0,8.0,4753.0,6502.0,7.1,0.0,0.0,39.0,365.0,8.0,5.0,3.0,23.0,,2.0,,1.0,2.0,7.0,2.0,2.0,7.0,8.0,8.0,7.0,11.0,0.0,0.0,0.0,4.0,83.3,0.0,0.0,0.0,69112.0,52288.0,7000.0,51912.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
54544231,,18850.0,18850.0,18850.0, 60 months,18.55,484.33,E,E2,lead installer,8 years,RENT,41000.0,Source Verified,Jul-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=54544231,,debt_consolidation,Debt consolidation,380xx,TN,39.81,0.0,Apr-1995,710.0,714.0,0.0,48.0,,9.0,0.0,15613.0,65.9,20.0,w,0.0,0.0,4804.45,4804.45,2069.3,2735.15,0.0,0.0,0.0,May-2016,484.33,,Feb-2017,519.0,515.0,0.0,,1.0,Individual,,,,0.0,0.0,40723.0,,,,,,,,,,,,23700.0,,,,2.0,4525.0,1049.0,93.2,0.0,0.0,137.0,243.0,77.0,12.0,1.0,92.0,48.0,12.0,48.0,0.0,3.0,4.0,3.0,5.0,10.0,6.0,9.0,4.0,9.0,0.0,0.0,0.0,1.0,95.0,66.7,0.0,0.0,60900.0,40723.0,15500.0,37200.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11366716,,30000.0,30000.0,29900.0, 36 months,9.67,963.38,B,B1,,3 years,MORTGAGE,125000.0,Source Verified,Feb-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=11366716,,credit_card,Credit card refinancing,705xx,LA,12.81,0.0,May-2008,685.0,689.0,0.0,,,6.0,0.0,7311.0,70.3,13.0,f,0.0,0.0,17597.34,17538.68,10649.44,2837.88,0.0,4110.02,739.8036,May-2015,963.38,,Oct-2016,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,99003.0,,,,,,,,,,,,10400.0,,,,5.0,16501.0,935.0,87.9,0.0,0.0,69.0,38.0,11.0,7.0,1.0,11.0,,8.0,,0.0,2.0,3.0,2.0,2.0,9.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,110147.0,71239.0,7700.0,71747.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
112749754,,30000.0,30000.0,30000.0, 36 months,7.97,939.68,A,A5,Primary Software Engineer,< 1 year,MORTGAGE,190000.0,Source Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112749754,,debt_consolidation,Debt consolidation,841xx,UT,13.68,1.0,May-1997,695.0,699.0,1.0,5.0,,14.0,0.0,47651.0,43.2,24.0,w,14218.73,14218.73,18780.32,18780.32,15781.27,2999.05,0.0,0.0,0.0,Mar-2019,939.68,Apr-2019,Mar-2019,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,214070.0,0.0,2.0,0.0,0.0,84.0,39830.0,75.0,2.0,3.0,14709.0,54.0,110300.0,0.0,3.0,3.0,3.0,15291.0,48918.0,40.3,0.0,0.0,143.0,242.0,7.0,7.0,2.0,7.0,5.0,3.0,5.0,0.0,7.0,10.0,8.0,10.0,8.0,11.0,14.0,10.0,14.0,0.0,0.0,0.0,2.0,95.7,25.0,0.0,0.0,326761.0,87481.0,82000.0,53261.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1675073,,30000.0,30000.0,29975.0, 36 months,10.16,970.28,B,B1,General Motors,10+ years,RENT,90000.0,Verified,Oct-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1675073,,debt_consolidation,Credit Card,480xx,MI,11.41,0.0,Jan-1999,760.0,764.0,3.0,,,8.0,0.0,4742.0,9.7,27.0,f,0.0,0.0,34249.7099719433,34221.17,30000.0,4249.71,0.0,0.0,0.0,Oct-2014,12933.9,,Nov-2018,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,22720.0,,,,,,,,,,,,103895.0,,,,6.0,3787.0,89178.0,12.1,0.0,0.0,142.0,168.0,3.0,3.0,0.0,3.0,,3.0,,0.0,3.0,4.0,5.0,12.0,10.0,7.0,17.0,4.0,8.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,125868.0,22720.0,93895.0,21973.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
96483112,,6075.0,6075.0,6075.0, 36 months,5.32,182.95,A,A1,Marketing Director,10+ years,RENT,49185.0,Not Verified,Jan-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=96483112,,credit_card,Credit card refinancing,240xx,VA,12.32,0.0,Oct-2002,730.0,734.0,0.0,46.0,,8.0,0.0,7486.0,22.5,13.0,w,1785.56,1785.56,4767.68,4767.68,4289.44,478.24,0.0,0.0,0.0,Mar-2019,182.95,Apr-2019,Mar-2019,814.0,810.0,0.0,,1.0,Individual,,,,0.0,0.0,24607.0,0.0,1.0,0.0,2.0,20.0,17121.0,72.0,0.0,1.0,2810.0,43.0,33300.0,1.0,0.0,0.0,3.0,3076.0,25814.0,22.5,0.0,0.0,170.0,149.0,18.0,18.0,0.0,18.0,46.0,23.0,46.0,0.0,4.0,4.0,7.0,8.0,5.0,7.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,57037.0,24607.0,33300.0,23737.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
